id,Time
0,[5.39928111]
1,[8.2118393]
2,[6.57536009]
3,[4.62436582]
4,[3.55679634]
5,[9.1032457]
6,[3.67067821]
7,[6.40576689]
8,[11.98323155]
9,[6.54408131]
10,[6.87732014]
11,[11.48400714]
12,[11.39405157]
13,[28.58981262]
14,[7.61466227]
15,[6.08460457]
16,[6.45392457]
17,[9.89587962]
18,[4.15100328]
19,[5.77018886]
20,[6.81637841]
21,[8.69763353]
22,[7.22157058]
23,[8.14909011]
24,[5.00873615]
25,[3.59539567]
26,[5.71436514]
27,[5.50825004]
28,[5.26795038]
29,[3.67169381]
30,[17.06860815]
31,[7.85872181]
32,[6.45516385]
33,[7.51391268]
34,[6.92436126]
35,[6.19008798]
36,[4.34915923]
37,[7.43418384]
38,[5.88179867]
39,[4.21824294]
40,[4.71143599]
41,[8.66794284]
42,[8.49999186]
43,[6.45927542]
44,[6.03004228]
45,[5.56539185]
46,[4.45979156]
47,[6.13735403]
48,[11.01578837]
49,[6.25173179]
50,[6.68345707]
51,[19.54514527]
52,[6.79074078]
53,[5.64017806]
54,[22.47056915]
55,[6.59581219]
56,[5.91701497]
57,[5.70840952]
58,[6.36938562]
59,[7.78598241]
60,[4.83801102]
61,[4.62412074]
62,[6.25243388]
63,[8.99486406]
64,[3.73310039]
65,[16.70246433]
66,[6.10472887]
67,[6.45007636]
68,[7.24116187]
69,[5.48534196]
70,[6.64778597]
71,[5.82529078]
72,[10.13886992]
73,[6.65344586]
74,[6.63916727]
75,[7.63211211]
76,[7.63021108]
77,[5.76513258]
78,[3.84829346]
79,[5.03001618]
80,[5.8738894]
81,[6.86752481]
82,[7.55465374]
83,[6.17045585]
84,[5.92123596]
85,[4.90394612]
86,[7.09059197]
87,[6.70046085]
88,[5.35479794]
89,[5.54185957]
90,[4.78590363]
91,[5.49362681]
92,[4.95412029]
93,[16.27577385]
94,[10.33773688]
95,[5.19397241]
96,[51.51809819]
97,[8.87317334]
98,[6.04537703]
99,[6.86113831]
