id,Time
0,1.6862634247862704
1,8.155511691370819
2,0.44183386351208487
3,2.392395737087286
4,3.4667137457330837
5,7.6749184503922745
6,3.351572839034887
7,0.37707518600328305
8,12.044210083376598
9,0.5997858261114075
10,6.939737616547889
11,4.6583504433037906
12,0.7170479612024758
13,28.642314031095708
14,0.09486737277390866
15,1.0767341183134764
16,0.9078268993943179
17,9.954564837937223
18,3.256562584822145
19,1.4566151350812175
20,0.12328922222731187
21,0.17805236630393306
22,0.4996351489997233
23,0.42046506918891113
24,2.0114616807943255
25,3.422388888258719
26,1.786754239144639
27,4.7548242918964165
28,3.970955012042399
29,3.6103651899050675
30,15.223762972676564
31,1.0859160100356442
32,0.645935918540169
33,6.351821200629445
34,7.069461349371766
35,0.5299346193853243
36,2.950746095639313
37,0.9072462690982146
38,1.1389399461697902
39,2.9031560549421513
40,4.654437942562251
41,7.805027373622179
42,0.7467127448974509
43,4.9079091507895765
44,0.8882421555745434
45,1.5785933688013642
46,2.558960476228607
47,0.8832058509395235
48,10.968916560746564
49,0.8783398876423387
50,0.2640086352747639
51,16.347322533339877
52,0.17953860468481775
53,5.583982282662763
54,22.540350548362213
55,0.3728330363437373
56,1.1010042826458895
57,1.5270810272596003
58,0.8233093337464008
59,0.5885439588699324
60,2.7907591506999427
61,4.5652735552300365
62,0.7665681118629775
63,4.918203278541885
64,3.2879001435025996
65,4.907205863789792
66,1.2132119905080732
67,0.6813516672446518
68,10.462855880119928
69,3.750682450185149
70,0.3057947273271564
71,1.1894622522343958
72,8.221237844598585
73,0.36635472402337754
74,6.69423532213008
75,9.841636485483669
76,1.2160774456344183
77,5.701906660197444
78,3.1726164032659385
79,2.0294414782295647
80,6.179875550706049
81,6.811177979312374
82,7.500073396050593
83,0.8595170661178324
84,1.2069731447798588
85,4.848285453360588
86,7.148951186365181
87,0.3198588793965387
88,5.632718989697974
89,1.4729818974664077
90,2.2809824940055856
91,1.5343505462236386
92,2.061162947636355
93,12.71094915555378
94,10.270611584440541
95,5.254584306168546
96,51.58508394994307
97,0.09433110393951871
98,0.9761242416487903
99,0.31190972377732606
